  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  14.14575  14.18334     0.050     33802     25590
  14.14490  14.18256     0.050     33811     25601
  14.14405  14.18169     0.050     33804     25610
  14.14320  14.18073     0.050     33808     25617
  14.14235  14.17980     0.050     33802     25623
  14.14150  14.17886     0.050     33792     25635
  14.14065  14.17792     0.050     33793     25645
  14.13980  14.17706     0.050     33793     25654
  14.13895  14.17623     0.050     33787     25663
  14.13810  14.17544     0.050     33785     25665
  14.13725  14.17472     0.050     33790     25676
  14.13640  14.17401     0.050     33778     25684
  14.13555  14.17326     0.050     33776     25688
  14.13470  14.17248     0.050     33773     25697
  14.13385  14.17160     0.050     33774     25708
  14.13300  14.17065     0.050     33763     25707
  14.13215  14.16972     0.050     33764     25726
  14.13130  14.16878     0.050     33771     25734
  14.13045  14.16786     0.050     33763     25736
  14.12960  14.16700     0.050     33756     25740
  14.12875  14.16617     0.050     33760     25768
  14.12790  14.16540     0.050     33753     25760
  14.12705  14.16468     0.050     33753     25776
  14.12620  14.16397     0.050     33754     25783
  14.12535  14.16323     0.050     33747     25788
  14.12450  14.16244     0.050     33745     25797
  14.12365  14.16155     0.050     33735     25799
  14.12280  14.16060     0.050     33745     25821
  14.12195  14.15967     0.050     33729     25821
  14.12110  14.15873     0.050     33731     25824
  14.12025  14.15781     0.050     33726     25839
  14.11940  14.15695     0.050     33734     25856
  14.11855  14.15613     0.050     33722     25856
  14.11770  14.15535     0.050     33717     25866
  14.11685  14.15464     0.050     33723     25878
  14.11600  14.15392     0.050     33710     25874
  14.11515  14.15317     0.050     33708     25886
  14.11430  14.15238     0.050     33714     25900
  14.11345  14.15147     0.050     33717     25907
  14.11260  14.15051     0.050     33695     25906
  14.11175  14.14957     0.050     33703     25921
  14.11090  14.14863     0.050     33703     25936
  14.11005  14.14771     0.050     33690     25935
  14.10920  14.14686     0.050     33691     25941
  14.10835  14.14603     0.050     33693     25959
  14.10750  14.14526     0.050     33688     25969
  14.10665  14.14456     0.050     33683     25970
  14.10580  14.14383     0.050     33682     25987
  14.10495  14.14308     0.050     33678     25991
  14.10410  14.14228     0.050     33667     25999
  14.10325  14.14137     0.050     33675     26004
  14.10240  14.14042     0.050     33676     26013
  14.10155  14.13949     0.050     33667     26021
  14.10070  14.13854     0.050     33663     26030
  14.09985  14.13764     0.050     33667     26037
  14.09900  14.13679     0.050     33659     26049
  14.09815  14.13597     0.050     33653     26050
  14.09730  14.13520     0.050     33657     26068
  14.09645  14.13449     0.050     33649     26066
  14.09560  14.13376     0.050     33643     26074
  14.09475  14.13301     0.050     33650     26093
  14.09390  14.13220     0.050     33639     26096
  14.09305  14.13128     0.050     33643     26108
  14.09220  14.13033     0.050     33631     26115
  14.09135  14.12940     0.050     33631     26124
  14.09050  14.12845     0.050     33633     26137
  14.08965  14.12755     0.050     33624     26134
  14.08880  14.12671     0.050     33633     26147
  14.08795  14.12589     0.050     33628     26155
  14.08710  14.12514     0.050     33627     26163
  14.08625  14.12443     0.050     33620     26179
  14.08540  14.12370     0.050     33627     26183
  14.08455  14.12294     0.050     33616     26196
  14.08370  14.12212     0.050     33612     26199
  14.08285  14.12118     0.050     33617     26210
  14.08200  14.12023     0.050     33607     26218
  14.08115  14.11930     0.050     33603     26224
  14.08030  14.11836     0.050     33607     26236
  14.07945  14.11746     0.050     33606     26244
  14.07860  14.11662     0.050     33597     26246
  14.07775  14.11581     0.050     33594     26258
  14.07690  14.11506     0.050     33606     26275
  14.07605  14.11436     0.050     33595     26281
  14.07520  14.11363     0.050     33593     26287
  14.07435  14.11287     0.050     33598     26298
  14.07350  14.11205     0.050     33598     26305
  14.07265  14.11111     0.050     33579     26297
  14.07180  14.11016     0.050     33582     26331
  14.07095  14.10923     0.050     33578     26328
  14.07010  14.10829     0.050     33570     26330
  14.06925  14.10740     0.050     33566     26342
  14.06840  14.10656     0.050     33570     26362
  14.06755  14.10575     0.050     33561     26353
  14.06670  14.10500     0.050     33557     26357
  14.06585  14.10430     0.050     33573     26381
  14.06500  14.10356     0.050     33553     26381
  14.06415  14.10280     0.050     33548     26386
  14.06330  14.10196     0.050     33558     26410
  14.06245  14.10102     0.050     33556     26409
  14.06160  14.10007     0.050     33545     26417
  14.06075  14.09913     0.050     33544     26423
  14.05990  14.09819     0.050     33549     26444
  14.05905  14.09731     0.050     33531     26441
  14.05820  14.09647     0.050     33538     26451
  14.05735  14.09566     0.050     33540     26464
  14.05650  14.09492     0.050     33531     26464
  14.05565  14.09420     0.050     33525     26473
  14.05480  14.09346     0.050     33527     26488
  14.05395  14.09269     0.050     33525     26497
  14.05310  14.09182     0.050     33525     26506
  14.05225  14.09087     0.050     33523     26511
  14.05140  14.08993     0.050     33516     26525
  14.05055  14.08899     0.050     33508     26532
  14.04970  14.08806     0.050     33515     26536
  14.04885  14.08719     0.050     33512     26554
  14.04800  14.08635     0.050     33506     26559
  14.04715  14.08555     0.050     33507     26562
  14.04630  14.08482     0.050     33505     26574
  14.04545  14.08412     0.050     33498     26585
  14.04460  14.08337     0.050     33495     26590
  14.04375  14.08259     0.050     33487     26595
  14.04290  14.08172     0.050     33494     26605
  14.04205  14.08077     0.050     33491     26614
  14.04120  14.07983     0.050     33495     26623
  14.04035  14.07889     0.050     33484     26631
  14.03950  14.07796     0.050     33476     26644
  14.03865  14.07709     0.050     33476     26649
  14.03780  14.07625     0.050     33469     26652
  14.03695  14.07546     0.050     33470     26665
  14.03610  14.07474     0.050     33466     26670
  14.03525  14.07403     0.050     33468     26677
  14.03440  14.07328     0.050     33467     26684
  14.03355  14.07250     0.050     33460     26697
  14.03270  14.07161     0.050     33449     26705
  14.03185  14.07065     0.050     33452     26713
  14.03100  14.06971     0.050     33454     26724
  14.03015  14.06876     0.050     33447     26730
  14.02930  14.06784     0.050     33450     26744
  14.02845  14.06697     0.050     33445     26753
  14.02760  14.06614     0.050     33440     26759
  14.02675  14.06535     0.050     33438     26766
  14.02590  14.06464     0.050     33442     26774
  14.02505  14.06391     0.050     33428     26783
  14.02420  14.06316     0.050     33431     26798
  14.02335  14.06237     0.050     33438     26806
  14.02250  14.06146     0.050     33430     26816
  14.02165  14.06050     0.050     33420     26819
  14.02080  14.05957     0.050     33431     26840
  14.01995  14.05862     0.050     33438     26848
  14.01910  14.05771     0.050     33425     26846
  14.01825  14.05685     0.050     33424     26859
  14.01740  14.05602     0.050     33419     26876
  14.01655  14.05526     0.050     33417     26877
  14.01570  14.05455     0.050     33410     26888
  14.01485  14.05382     0.050     33418     26895
  14.01400  14.05307     0.050     33418     26909
  14.01315  14.05226     0.050     33408     26908
  14.01230  14.05134     0.050     33412     26915
  14.01145  14.05038     0.050     33403     26930
  14.01060  14.04944     0.050     33403     26944
  14.00975  14.04850     0.050     33394     26943
  14.00890  14.04759     0.050     33399     26964
  14.00805  14.04674     0.050     33389     26968
  14.00720  14.04592     0.050     33385     26975
  14.00635  14.04516     0.050     33388     26981
  14.00550  14.04444     0.050     33390     26989
  14.00465  14.04371     0.050     33384     27000
  14.00380  14.04296     0.050     33386     27009
  14.00295  14.04214     0.050     33384     27020
  14.00210  14.04121     0.050     33374     27025
  14.00125  14.04025     0.050     33376     27042
  14.00040  14.03930     0.050     33363     27047
  13.99955  14.03836     0.050     33364     27051
  13.99870  14.03746     0.050     33363     27066
  13.99785  14.03661     0.050     33363     27073
  13.99700  14.03579     0.050     33357     27073
  13.99615  14.03504     0.050     33362     27095
  13.99530  14.03433     0.050     33354     27104
  13.99445  14.03360     0.050     33347     27101
  13.99360  14.03284     0.050     33351     27110
  13.99275  14.03200     0.050     33346     27122
  13.99190  14.03106     0.050     33337     27134
  13.99105  14.03011     0.050     33341     27137
  13.99020  14.02917     0.050     33345     27143
  13.98935  14.02823     0.050     33333     27153
  13.98850  14.02735     0.050     33328     27155
  13.98765  14.02651     0.050     33328     27173
  13.98680  14.02569     0.050     33327     27187
  13.98595  14.02496     0.050     33323     27190
  13.98510  14.02425     0.050     33313     27198
  13.98425  14.02351     0.050     33321     27208
  13.98340  14.02275     0.050     33313     27214
  13.98255  14.02189     0.050     33308     27219
  13.98170  14.02094     0.050     33314     27231
  13.98085  14.01999     0.050     33316     27241
  13.98000  14.01906     0.050     33300     27244
  13.97915  14.01812     0.050     33302     27257
  13.97830  14.01724     0.050     33298     27272
  13.97745  14.01640     0.050     33297     27273
  13.97660  14.01560     0.050     33295     27288
  13.97575  14.01487     0.050     33293     27299
  13.97490  14.01415     0.050     33290     27299
  13.97405  14.01341     0.050     33282     27309
  13.97320  14.01263     0.050     33288     27323
  13.97235  14.01176     0.050     33289     27335
  13.97150  14.01080     0.050     33279     27336
  13.97065  14.00985     0.050     33277     27345
  13.96980  14.00890     0.050     33273     27349
  13.96895  14.00797     0.050     33281     27362
  13.96810  14.00710     0.050     33263     27373
  13.96725  14.00626     0.050     33269     27386
  13.96640  14.00547     0.050     33259     27385
  13.96555  14.00476     0.050     33257     27394
  13.96470  14.00404     0.050     33261     27414
  13.96385  14.00330     0.050     33253     27411
  13.96300  14.00252     0.050     33251     27419
  13.96215  14.00164     0.050     33255     27428
  13.96130  14.00068     0.050     33241     27442
  13.96045  13.99974     0.050     33246     27443
  13.95960  13.99880     0.050     33236     27452
  13.95875  13.99788     0.050     33244     27473
  13.95790  13.99701     0.050     33234     27474
  13.95705  13.99618     0.050     33232     27487
  13.95620  13.99540     0.050     33233     27491
  13.95535  13.99468     0.050     33227     27504
  13.95450  13.99397     0.050     33218     27506
  13.95365  13.99322     0.050     33230     27519
  13.95280  13.99243     0.050     33225     27536
  13.95195  13.99154     0.050     33201     27530
  13.95110  13.99058     0.050     33212     27544
  13.95025  13.98964     0.050     33210     27552
  13.94940  13.98870     0.050     33208     27554
  13.94855  13.98778     0.050     33201     27564
  13.94770  13.98693     0.050     33204     27585
  13.94685  13.98610     0.050     33204     27591
  13.94600  13.98532     0.050     33192     27596
  13.94515  13.98460     0.050     33194     27605
  13.94430  13.98387     0.050     33206     27620
  13.94345  13.98312     0.050     33185     27618
  13.94260  13.98232     0.050     33176     27625
  13.94175  13.98141     0.050     33188     27646
  13.94090  13.98044     0.050     33181     27648
  13.94005  13.97951     0.050     33173     27651
  13.93920  13.97857     0.050     33178     27674
  13.93835  13.97766     0.050     33185     27677
  13.93750  13.97680     0.050     33169     27680
  13.93665  13.97598     0.050     33164     27694
  13.93580  13.97522     0.050     33161     27704
  13.93495  13.97451     0.050     33164     27712
  13.93410  13.97378     0.050     33145     27716
  13.93325  13.97303     0.050     33149     27734
  13.93240  13.97222     0.050     33157     27738
  13.93155  13.97130     0.050     33142     27736
  13.93070  13.97034     0.050     33144     27745
  13.92985  13.96942     0.050     33141     27763
  13.92900  13.96847     0.050     33137     27769
  13.92815  13.96757     0.050     33133     27773
  13.92730  13.96672     0.050     33131     27777
  13.92645  13.96590     0.050     33130     27796
  13.92560  13.96514     0.050     33125     27793
  13.92475  13.96443     0.050     33127     27811
  13.92390  13.96370     0.050     33125     27820
  13.92305  13.96295     0.050     33123     27829
  13.92220  13.96213     0.050     33114     27831
  13.92135  13.96120     0.050     33106     27847
  13.92050  13.96024     0.050     33108     27857
  13.91965  13.95931     0.050     33109     27861
  13.91880  13.95837     0.050     33093     27864
  13.91795  13.95747     0.050     33105     27882
  13.91710  13.95662     0.050     33099     27894
  13.91625  13.95581     0.050     33099     27896
  13.91540  13.95505     0.050     33099     27919
  13.91455  13.95435     0.050     33088     27913
  13.91370  13.95361     0.050     33089     27925
  13.91285  13.95285     0.050     33091     27938
  13.91200  13.95202     0.050     33084     27950
  13.91115  13.95108     0.050     33085     27955
  13.91030  13.95014     0.050     33077     27961
  13.90945  13.94920     0.050     33085     27974
  13.90860  13.94826     0.050     33072     27974
  13.90775  13.94738     0.050     33073     27991
  13.90690  13.94654     0.050     33080     28004
  13.90605  13.94573     0.050     33066     28003
  13.90520  13.94499     0.050     33057     28018
  13.90435  13.94429     0.050     33069     28030
  13.90350  13.94355     0.050     33059     28035
  13.90265  13.94279     0.050     33056     28042
  13.90180  13.94195     0.050     33058     28052
  13.90095  13.94101     0.050     33062     28071
  13.90010  13.94006     0.050     33051     28070
  13.89925  13.93912     0.050     33048     28082
  13.89840  13.93818     0.050     33047     28089
  13.89755  13.93730     0.050     33045     28100
  13.89670  13.93646     0.050     33041     28104
  13.89585  13.93565     0.050     33045     28117
  13.89500  13.93492     0.050     33036     28127
  13.89415  13.93421     0.050     33030     28133
  13.89330  13.93348     0.050     33032     28141
  13.89245  13.93271     0.050     33042     28152
  13.89160  13.93185     0.050     33025     28157
  13.89075  13.93090     0.050     33020     28164
  13.88990  13.92995     0.050     33025     28178
  13.88905  13.92902     0.050     33020     28191
  13.88820  13.92808     0.050     33014     28191
  13.88735  13.92720     0.050     33022     28216
  13.88650  13.92636     0.050     33028     28221
  13.88565  13.92556     0.050     33006     28223
  13.88480  13.92484     0.050     33014     28229
  13.88395  13.92412     0.050     33022     28243
  13.88310  13.92338     0.050     33005     28253
  13.88225  13.92261     0.050     33000     28264
  13.88140  13.92174     0.050     33000     28269
  13.88055  13.92079     0.050     32997     28282
  13.87970  13.91985     0.050     32997     28281
  13.87885  13.91891     0.050     32989     28291
  13.87800  13.91798     0.050     33000     28317
  13.87715  13.91712     0.050     32982     28316
  13.87630  13.91629     0.050     32992     28326
  13.87545  13.91550     0.050     32981     28335
  13.87460  13.91477     0.050     32982     28343
  13.87375  13.91407     0.050     32977     28348
  13.87290  13.91333     0.050     32972     28359
  13.87205  13.91255     0.050     32977     28374
  13.87120  13.91168     0.050     32976     28374
  13.87035  13.91072     0.050     32966     28386
  13.86950  13.90978     0.050     32957     28398
  13.86865  13.90885     0.050     32961     28403
  13.86780  13.90792     0.050     32952     28411
  13.86695  13.90705     0.050     32958     28420
  13.86610  13.90623     0.050     32955     28440
  13.86525  13.90544     0.050     32950     28431
  13.86440  13.90472     0.050     32943     28443
  13.86355  13.90401     0.050     32943     28458
  13.86270  13.90326     0.050     32944     28480
  13.86185  13.90248     0.050     32938     28473
  13.86100  13.90160     0.050     32928     28476
  13.86015  13.90064     0.050     32929     28501
  13.85930  13.89970     0.050     32921     28500
  13.85845  13.89875     0.050     32924     28514
  13.85760  13.89782     0.050     32924     28519
  13.85675  13.89697     0.050     32919     28529
  13.85590  13.89614     0.050     32911     28536
  13.85505  13.89536     0.050     32913     28548
  13.85420  13.89465     0.050     32913     28549
  13.85335  13.89393     0.050     32909     28562
  13.85250  13.89318     0.050     32898     28562
  13.85165  13.89240     0.050     32898     28585
  13.85080  13.89150     0.050     32896     28591
  13.84995  13.89055     0.050     32891     28587
  13.84910  13.88961     0.050     32887     28604
  13.84825  13.88867     0.050     32885     28608
  13.84740  13.88776     0.050     32887     28618
  13.84655  13.88690     0.050     32879     28627
  13.84570  13.88608     0.050     32888     28638
  13.84485  13.88531     0.050     32876     28647
  13.84400  13.88459     0.050     32870     28650
  13.84315  13.88388     0.050     32878     28670
  13.84230  13.88313     0.050     32872     28675
  13.84145  13.88234     0.050     32866     28684
  13.84060  13.88143     0.050     32854     28689
  13.83975  13.88047     0.050     32855     28694
  13.83890  13.87953     0.050     32860     28715
  13.83805  13.87859     0.050     32853     28709
  13.83720  13.87769     0.050     32847     28731
  13.83635  13.87684     0.050     32838     28739
  13.83550  13.87601     0.050     32846     28742
  13.83465  13.87525     0.050     32840     28754
  13.83380  13.87454     0.050     32844     28760
  13.83295  13.87382     0.050     32837     28767
  13.83210  13.87306     0.050     32839     28773
  13.83125  13.87226     0.050     32836     28788
  13.83040  13.87134     0.050     32826     28793
  13.82955  13.87039     0.050     32823     28797
  13.82870  13.86945     0.050     32819     28806
  13.82785  13.86850     0.050     32820     28821
  13.82700  13.86760     0.050     32811     28826
  13.82615  13.86676     0.050     32809     28828
  13.82530  13.86594     0.050     32809     28845
  13.82445  13.86519     0.050     32801     28853
  13.82360  13.86448     0.050     32794     28861
  13.82275  13.86376     0.050     32794     28866
  13.82190  13.86301     0.050     32796     28881
  13.82105  13.86220     0.050     32782     28883
  13.82020  13.86128     0.050     32786     28893
  13.81935  13.86032     0.050     32784     28906
  13.81850  13.85940     0.050     32786     28916
  13.81765  13.85846     0.050     32775     28919
  13.81680  13.85756     0.050     32779     28933
  13.81595  13.85672     0.050     32772     28933
  13.81510  13.85590     0.050     32763     28942
  13.81425  13.85515     0.050     32766     28960
  13.81340  13.85444     0.050     32761     28960
  13.81255  13.85371     0.050     32755     28977
  13.81170  13.85296     0.050     32756     28980
  13.81085  13.85214     0.050     32754     28992
  13.81000  13.85122     0.050     32752     28996
  13.80915  13.85026     0.050     32748     29004
  13.80830  13.84933     0.050     32747     29012
  13.80745  13.84839     0.050     32736     29016
  13.80660  13.84750     0.050     32733     29030
  13.80575  13.84665     0.050     32726     29037
  13.80490  13.84584     0.050     32728     29048
  13.80405  13.84508     0.050     32723     29051
  13.80320  13.84438     0.050     32730     29072
  13.80235  13.84364     0.050     32713     29072
  13.80150  13.84288     0.050     32718     29081
  13.80065  13.84206     0.050     32705     29084
  13.79980  13.84112     0.050     32717     29102
  13.79895  13.84017     0.050     32706     29102
  13.79810  13.83924     0.050     32693     29106
  13.79725  13.83830     0.050     32691     29123
  13.79640  13.83741     0.050     32687     29120
  13.79555  13.83657     0.050     32674     29129
  13.79470  13.83576     0.050     32664     29130
  13.79385  13.83502     0.050     32645     29123
  13.79300  13.83432     0.050     32569     29066
  13.79215  13.83359     0.050     32390     28914
  13.79130  13.83283     0.050     32203     28770
  13.79045  13.83200     0.050     32134     28715
  13.78960  13.83107     0.050     32288     28859
  13.78875  13.83012     0.050     32522     29077
  13.78790  13.82919     0.050     32647     29209
  13.78705  13.82825     0.050     32673     29238
  13.78620  13.82737     0.050     32663     29244
  13.78535  13.82653     0.050     32677     29256
  13.78450  13.82573     0.050     32662     29267
  13.78365  13.82499     0.050     32660     29260
  13.78280  13.82428     0.050     32659     29277
  13.78195  13.82355     0.050     32657     29288
  13.78110  13.82279     0.050     32648     29291
  13.78025  13.82195     0.050     32648     29309
  13.77940  13.82101     0.050     32644     29307
  13.77855  13.82007     0.050     32637     29321
  13.77770  13.81913     0.050     32629     29329
  13.77685  13.81819     0.050     32633     29341
  13.77600  13.81731     0.050     32616     29337
  13.77515  13.81647     0.050     32617     29349
  13.77430  13.81566     0.050     32620     29359
  13.77345  13.81492     0.050     32607     29363
  13.77260  13.81422     0.050     32597     29374
  13.77175  13.81348     0.050     32597     29377
  13.77090  13.81272     0.050     32589     29382
  13.77005  13.81187     0.050     32578     29377
  13.76920  13.81092     0.050     32579     29391
  13.76835  13.80998     0.050     32582     29402
  13.76750  13.80904     0.050     32556     29403
  13.76665  13.80811     0.050     32557     29414
  13.76580  13.80724     0.050     32545     29413
  13.76495  13.80640     0.050     32536     29415
  13.76410  13.80561     0.050     32511     29404
  13.76325  13.80488     0.050     32506     29418
  13.76240  13.80418     0.050     32465     29383
  13.76155  13.80344     0.050     32397     29327
  13.76070  13.80267     0.050     32215     29178
  13.75985  13.80183     0.050     31647     28669
  13.75900  13.80088     0.050     30927     28027
  13.75815  13.79993     0.050     30532     27686
  13.75730  13.79899     0.050     30839     27981
  13.75645  13.79807     0.050     31550     28636
  13.75560  13.79719     0.050     32164     29205
  13.75475  13.79636     0.050     32401     29430
  13.75390  13.79556     0.050     32427     29462
  13.75305  13.79484     0.050     32356     29411
  13.75220  13.79414     0.050     32210     29285
  13.75135  13.79340     0.050     32065     29176
  13.75050  13.79263     0.050     32036     29161
  13.74965  13.79176     0.050     32205     29317
  13.74880  13.79081     0.050     32418     29515
  13.74795  13.78987     0.050     32503     29611
  13.74710  13.78893     0.050     32502     29615
  13.74625  13.78800     0.050     32489     29622
  13.74540  13.78713     0.050     32480     29623
  13.74455  13.78629     0.050     32452     29605
  13.74370  13.78550     0.050     32421     29591
  13.74285  13.78479     0.050     32385     29577
  13.74200  13.78408     0.050     32312     29512
  13.74115  13.78333     0.050     32139     29373
  13.74030  13.78256     0.050     31713     28983
  13.73945  13.78170     0.050     31022     28366
  13.73860  13.78074     0.050     30515     27918
  13.73775  13.77981     0.050     30634     28041
  13.73690  13.77887     0.050     31330     28687
  13.73605  13.77795     0.050     32035     29343
  13.73520  13.77709     0.050     32439     29720
  13.73435  13.77626     0.050     32520     29817
  13.73350  13.77547     0.050     32494     29799
  13.73265  13.77475     0.050     32441     29762
  13.73180  13.77404     0.050     32394     29726
  13.73095  13.77330     0.050     32402     29747
  13.73010  13.77253     0.050     32412     29766
  13.72925  13.77165     0.050     32409     29775
  13.72840  13.77070     0.050     32366     29756
  13.72755  13.76976     0.050     32344     29741
  13.72670  13.76883     0.050     32369     29780
  13.72585  13.76791     0.050     32423     29839
  13.72500  13.76704     0.050     32412     29852
  13.72415  13.76621     0.050     32368     29807
  13.72330  13.76543     0.050     32316     29774
  13.72245  13.76472     0.050     32306     29772
  13.72160  13.76400     0.050     32332     29801
  13.72075  13.76325     0.050     32337     29826
  13.71990  13.76248     0.050     32308     29808
  13.71905  13.76159     0.050     32229     29749
  13.71820  13.76063     0.050     32183     29713
  13.71735  13.75969     0.050     32161     29710
  13.71650  13.75875     0.050     32081     29647
  13.71565  13.75783     0.050     31757     29352
  13.71480  13.75697     0.050     31096     28753
  13.71395  13.75615     0.050     30502     28220
  13.71310  13.75537     0.050     30398     28140
  13.71225  13.75466     0.050     31005     28714
  13.71140  13.75395     0.050     31770     29443
  13.71055  13.75320     0.050     32302     29944
  13.70970  13.75242     0.050     32428     30069
  13.70885  13.75153     0.050     32444     30088
  13.70800  13.75057     0.050     32442     30098
  13.70715  13.74964     0.050     32438     30100
  13.70630  13.74871     0.050     32418     30101
  13.70545  13.74779     0.050     32406     30104
  13.70460  13.74694     0.050     32375     30089
  13.70375  13.74611     0.050     32332     30048
  13.70290  13.74534     0.050     32196     29936
  13.70205  13.74463     0.050     32006     29765
  13.70120  13.74391     0.050     31846     29630
  13.70035  13.74317     0.050     31874     29680
  13.69950  13.74238     0.050     32087     29892
  13.69865  13.74149     0.050     32267     30069
  13.69780  13.74053     0.050     32342     30143
  13.69695  13.73961     0.050     32307     30120
  13.69610  13.73867     0.050     32211     30044
  13.69525  13.73775     0.050     31875     29732
  13.69440  13.73690     0.050     31188     29102
  13.69355  13.73607     0.050     30605     28579
  13.69270  13.73530     0.050     30518     28509
  13.69185  13.73459     0.050     31085     29061
  13.69100  13.73387     0.050     31752     29695
  13.69015  13.73312     0.050     32194     30111
  13.68930  13.73233     0.050     32313     30227
  13.68845  13.73142     0.050     32346     30269
  13.68760  13.73047     0.050     32345     30278
  13.68675  13.72954     0.050     32343     30300
  13.68590  13.72860     0.050     32341     30305
  13.68505  13.72769     0.050     32337     30314
  13.68420  13.72684     0.050     32337     30315
  13.68335  13.72602     0.050     32327     30321
  13.68250  13.72525     0.050     32319     30334
  13.68165  13.72455     0.050     32318     30345
  13.68080  13.72383     0.050     32309     30350
  13.67995  13.72308     0.050     32319     30356
  13.67910  13.72228     0.050     32309     30377
  13.67825  13.72137     0.050     32303     30365
  13.67740  13.72042     0.050     32296     30379
  13.67655  13.71949     0.050     32298     30388
  13.67570  13.71855     0.050     32291     30393
  13.67485  13.71764     0.050     32276     30393
  13.67400  13.71680     0.050     32282     30403
  13.67315  13.71598     0.050     32274     30407
  13.67230  13.71521     0.050     32271     30415
  13.67145  13.71451     0.050     32259     30424
  13.67060  13.71379     0.050     32256     30432
  13.66975  13.71304     0.050     32250     30432
  13.66890  13.71224     0.050     32244     30437
  13.66805  13.71132     0.050     32242     30447
  13.66720  13.71037     0.050     32233     30448
  13.66635  13.70943     0.050     32227     30457
  13.66550  13.70849     0.050     32214     30453
  13.66465  13.70759     0.050     32212     30467
  13.66380  13.70675     0.050     32184     30455
  13.66295  13.70593     0.050     32109     30391
  13.66210  13.70517     0.050     31965     30256
  13.66125  13.70446     0.050     31809     30126
  13.66040  13.70374     0.050     31746     30085
  13.65955  13.70298     0.050     31906     30246
  13.65870  13.70218     0.050     32112     30452
  13.65785  13.70126     0.050     32201     30543
  13.65700  13.70031     0.050     32189     30548
  13.65615  13.69938     0.050     32186     30557
  13.65530  13.69844     0.050     32179     30558
  13.65445  13.69755     0.050     32160     30555
  13.65360  13.69670     0.050     32153     30552
  13.65275  13.69589     0.050     32156     30569
  13.65190  13.69514     0.050     32137     30567
  13.65105  13.69444     0.050     32136     30571
  13.65020  13.69371     0.050     32144     30595
  13.64935  13.69296     0.050     32136     30595
  13.64850  13.69215     0.050     32128     30605
  13.64765  13.69123     0.050     32143     30616
  13.64680  13.69028     0.050     32124     30628
  13.64595  13.68935     0.050     32125     30627
  13.64510  13.68841     0.050     32118     30637
  13.64425  13.68752     0.050     32119     30646
  13.64340  13.68667     0.050     32116     30661
  13.64255  13.68586     0.050     32105     30665
  13.64170  13.68511     0.050     32115     30688
  13.64085  13.68441     0.050     32103     30692
  13.64000  13.68368     0.050     32110     30695
  13.63915  13.68292     0.050     32097     30698
  13.63830  13.68211     0.050     32108     30721
  13.63745  13.68118     0.050     32101     30726
  13.63660  13.68023     0.050     32097     30735
  13.63575  13.67930     0.050     32096     30750
  13.63490  13.67835     0.050     32090     30743
  13.63405  13.67746     0.050     32088     30760
  13.63320  13.67661     0.050     32082     30776
  13.63235  13.67580     0.050     32084     30777
  13.63150  13.67505     0.050     32084     30793
  13.63065  13.67435     0.050     32076     30797
  13.62980  13.67361     0.050     32078     30811
  13.62895  13.67286     0.050     32062     30808
  13.62810  13.67204     0.050     32063     30825
  13.62725  13.67110     0.050     32078     30841
  13.62640  13.67015     0.050     32069     30852
  13.62555  13.66922     0.050     32052     30843
  13.62470  13.66829     0.050     32059     30865
  13.62385  13.66741     0.050     32058     30885
  13.62300  13.66657     0.050     32038     30869
  13.62215  13.66576     0.050     32052     30886
  13.62130  13.66502     0.050     32046     30903
  13.62045  13.66432     0.050     32033     30898
  13.61960  13.66359     0.050     32035     30906
  13.61875  13.66283     0.050     32037     30926
  13.61790  13.66200     0.050     32035     30934
  13.61705  13.66106     0.050     32035     30941
  13.61620  13.66011     0.050     32032     30961
  13.61535  13.65918     0.050     32034     30969
  13.61450  13.65824     0.050     32031     30983
  13.61365  13.65736     0.050     32018     30982
  13.61280  13.65652     0.050     32034     31003
  13.61195  13.65571     0.050     32024     30999
  13.61110  13.65498     0.050     32016     31010
  13.61025  13.65427     0.050     32025     31027
  13.60940  13.65354     0.050     32013     31033
  13.60855  13.65278     0.050     32008     31028
  13.60770  13.65194     0.050     32009     31046
  13.60685  13.65099     0.050     32010     31061
  13.60600  13.65004     0.050     31997     31062
  13.60515  13.64911     0.050     31990     31061
  13.60430  13.64817     0.050     31994     31084
  13.60345  13.64729     0.050     31989     31088
  13.60260  13.64645     0.050     31971     31081
  13.60175  13.64564     0.050     31978     31094
  13.60090  13.64491     0.050     31976     31109
  13.60005  13.64420     0.050     31958     31104
  13.59920  13.64347     0.050     31955     31112
  13.59835  13.64270     0.050     31965     31138
  13.59750  13.64185     0.050     31961     31138
  13.59665  13.64090     0.050     31950     31142
  13.59580  13.63996     0.050     31946     31151
  13.59495  13.63903     0.050     31941     31174
  13.59410  13.63810     0.050     31936     31163
  13.59325  13.63722     0.050     31926     31173
  13.59240  13.63639     0.050     31933     31184
