# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Mehrnaz Mikhchian
# Publication.affiliation: Canadian Light Source
# Facility.name:CLS
# Sample.temperature:r.t
# Sample.prep:powder, 500 um
# Publication.DOI: https://doi.org/10.20383/103.01329
# Sample.name:Iron (III) Phospahte-x2H2O
# Scan.number:scan1
# Sample.id:3q20lp
# Scan.start_time:2024-05-10
# Element.symbol:Fe
# Facility.energy:2.90 GeV
# Facility.xray_source:Bending magnet
# Beamline.name:SXRMB
# Beamline.scan_type:XAFS
# Beamline.scan_mode:TEY
# Beamline.website:https://sxrmb.lightsource.ca/
# Beamline.detector:Sample Current
# Beamline.energy_range:1.7 - 10.0
# Beamline.flux:1E11 ph/s
# Mono.name:InSb(111), Si(111)
# Element.edge:K
# Beamline_scan_mode:TEY
# Column.1:Energy
# Column.2:I0
# Column.6:TEY
# Column.7:Ifluor
# Column.5:Mufluor
# Energy  I0       TEY      Ifluor    Mufluor                  
7669.02   200569   0.7058146488251381        189279   766.442  
7673.63   201533   0.7047402125510628        190020   738.899  
7678.27   202382   0.7062525049732908        191059   789.74   
7682.92   203227   0.7061090190501542        191834   761.257  
7687.6    203957   0.7054353128397383        192416   762.236  
7692.29   204644   0.7076669063488199        193420   776.402  
7697      205475   0.7086697726941934        194366   749.95   
7701.74   205985   0.7084116869240911        194807   766.207  
7706.49   207365   0.7083119736131184        196096   731.615  
7711.25   208336   0.7077192208413207        196918   761.091  
7716.04   209243   0.709735162419917         198104   776.235  
7720.85   209734   0.7114002549136978        198841   800.647  
7725.68   207299   0.713266871236558         196834   800.427  
7730.52   210601   0.7128262823760114        199897   730.411  
7735.39   211161   0.7117959685073237        200259   759.862  
7740.27   211756   0.7126669251930492        200967   781.144  
7745.17   212512   0.7147594004171951        202031   795.355  
7750.1    213772   0.7135476551664229        203027   829.855  
7755.04   215248   0.713423586327484         204408   760.797  
7760      216516   0.7140806254584806        205723   858.231  
7764.97   217492   0.7143145851275529        206690   836.906  
7769.97   218602   0.7148143243310155        207830   840.953  
7774.99   219769   0.7137195148215989        208752   831.729  
7780.03   220786   0.7144459451008238        209843   831.726  
7785.08   217408   0.7170228555110666        207069   785.865  
7790.16   222671   0.7153532127329036        211792   776.751  
7795.25   220537   0.7167074858487905        209995   805.098  
7800.36   224171   0.7163623590480535        213395   847.82   
7805.49   224774   0.7163565727042054        213968   841.707  
7810.64   225487   0.7155841622997957        214511   869.094  
7815.81   226205   0.7167355044947133        215397   896.414  
7821      226880   0.7161939347797743        215944   852.764  
7826.21   227612   0.7171088843837282        216803   848.67   
7831.43   228472   0.7186413583638336        217895   840.481  
7836.68   229853   0.7198580761564094        219430   815.068  
7841.95   231236   0.7207388764984419        220909   833.33   
7847.23   232973   0.7190455059687576        222261   924.689  
7852.53   234505   0.7192722796722176        223764   875.916  
7857.85   236011   0.7186631856070972        225089   896.243  
7863.19   237411   0.719229594939804         226529   855.611  
7868.55   238579   0.7200177859296104        227790   846.472  
7873.93   239375   0.7203662273308266        228615   847.459  
7879.33   240216   0.7204613350281379        229436   873.785  
7884.75   241192   0.7214764876704316        230559   867.696  
7890.19   241838   0.722954185278938         231455   930.545  
7895.64   242463   0.7220906045368477        231890   942.7    
7901.11   243151   0.7222331086671688        232575   955.835  
7906.61   244027   0.7233905633489772        233633   968.964  
7912.12   244038   0.7260643343750067        234152   843.117  
7917.65   245120   0.7241996993031711        234834   886.725  
7923.2    244663   0.7252897397150497        234604   940.425  
7928.77   245926   0.7250545417861426        235770   936.349  
7934.36   246657   0.7265955030997906        236767   908.922  
7939.97   245150   0.7297759316591087        235928   944.265  
7945.6    248214   0.7298910206828753        238899   924      
7951.24   249063   0.7285609908028291        239458   927.049  
7956.91   248645   0.729948693383809         239325   924.96   
7962.59   250302   0.7296057542053473        240853   951.3    
7969.46   251123   0.732262981232589         242163   968.488  
