# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Matthew Newville
# Publication.affiliation: Center for Advanced Radiation Sources, University of Chicago
# Sample.reference:none
# Facility.name:APS
# Sample.temperature:r.t.
# Sample.prep:powder on tape, 4 layers
# Sample.formula:FeO
# Sample.smiles:[Fe]=O
# Publication.DOI: https://doi.org/10.71622/XASLIB_535X-8J62
# Sample.name:Iron (II) Oxide
# Scan.number:Scan1
# Sample.id:wdf05o
# Scan.start_time:2001-08-10
# Element.symbol:Fe
# Facility.energy:7.0 GeV
# Facility.xray_source:Bending Magnet
# Beamline.name:20-BM-B
# Beamline.website:https://www.aps.anl.gov/Beamlines/Directory/Details?beamline_id=32
# Beamline.scan_mode:Transmission
# Beamline.energy_resolution:1.4 x 10^-4
# Beamline.flux:1 x 10^11 ph/s at 10 keV (toroidal focus); 2 x 10^8 ph/s at 5 µm (KB mirror)
# Beamline.spot_size:30 mm x 1 mm
# Beamline.energy_range:3.9 - 35
# Beamline.detector:Ionization chamber
# Mono.name:Si(111)
# Element.edge:K
# Column.1:Energy
# Column.2:I0
# Column.3:Itrans
# Column.4:Mutrans
# Energy   I0         Itrans         Mutrans
7608.1551  403752.19  190523.376566  0.44742598567958936
7612.29    404234.75  191391.265573  0.44574069591341203
7616.5903  404634.38  192276.22191   0.4439173021902487
7621.0319  404951.06  193094.232356  0.44217540971962205
7625.454   405278.81  193901.294822  0.4404843756801254
7629.7573  403380.62  193644.420396  0.43878975524560515
7634.103   406016.47  195564.610884  0.43710264964409956
7638.5657  405550.41  195934.845194  0.43557357186871487
7643.1085  403034.38  195487.142203  0.4335938907045726
7647.6819  407117.44  197997.501948  0.4322458580770795
7652.1861  407432.53  198802.88942   0.43059311750452295
7656.7082  407800.69  199640.360459  0.4289329526383356
7661.1733  408156.94  200431.859738  0.42738190880950294
7665.9195  408571.19  201354.438517  0.4255821812821934
7670.5338  408854.53  202259.045726  0.4236761595847719
7675.2543  409369.94  203242.735483  0.42186943028638885
7679.8676  409507.38  204036.456275  0.4200777407173877
7684.6     409949.88  204991.23627   0.41827269144190776
7689.2502  410260.44  205901.06317   0.41642603392117616
7693.9694  410693.03  206879.936854  0.4145704833457925
7698.8083  407883.72  206199.874672  0.41277413095690346
7703.6156  411286.44  208683.84557   0.41092979227329574
7708.4798  411590.22  209637.890783  0.4090068345317578
7713.2742  411934.03  210568.967317  0.4071977662769131
7718.1637  412427.94  211560.110732  0.4054384448235387
7722.9579  412580.88  212374.284147  0.4036928905050451
7727.8347  412873.84  213300.513768  0.4018609558270608
7732.5775  413054.88  214138.798412  0.40010851542551934
7737.5818  413277     215016.123926  0.3983223488065397
7742.5161  413632.12  215946.497394  0.3965825940914076
7747.5722  413908.31  216813.920373  0.39490191684246734
7752.5197  414321.56  217732.389437  0.3932775505555543
7757.5764  414642.88  218690.924567  0.39145796455100834
7762.5372  414763.22  219531.48529   0.3896742978485628
7767.6332  415048.59  220490.091576  0.3878286362715226
7772.6331  415498.06  221523.749556  0.38602049857030435
7777.7041  415753.56  222487.466765  0.3841462011458285
7782.7174  415908.09  223359.215735  0.38236612083822996
7787.8021  416133.69  224298.00089   0.3805291913598489
7792.8288  416358.31  225224.842143  0.37872641564827564
7797.9272  416653.03  226190.732643  0.3769298016980034
7803.0195  416879.75  227105.671166  0.3751729047084468
7808.1707  417193.53  228108.63958   0.37333484850798127
7813.3029  417389.38  229032.659457  0.37153749011563036
7818.4682  417525.25  229989.719823  0.3696036876749096
7823.6536  417789.16  230939.830683  0.3678478570454613
7828.8461  418077.16  231901.96989   0.3661032332800974
7834.0982  418265.16  232857.173298  0.3642617667327054
7839.3445  418453.22  233797.405881  0.36246094266452966
7844.6637  418616.31  234694.68636   0.36073019669623024
7849.951   418646.47  235585.000997  0.35886191013495683
7855.2851  418978.69  236620.359808  0.357055145625554
7860.6927  418869.91  237402.768625  0.3552640546274709
7866.0156  419648.19  238671.20355   0.3535174238884852
7871.4385  418723.53  238962.68719   0.351793951314845
7876.7896  420798.91  241023.220896  0.3499621926855679
7882.2412  420610.31  241835.778743  0.3480437921338306
7887.5942  420576.78  242628.390322  0.3463578132539996
7893.1012  420654.28  243541.029834  0.3445620191976352
7898.4962  420821.84  244522.715668  0.34273887697500954
7904.0189  421015.41  245551.454606  0.34085844293932865
7909.3892  421114.06  246428.217297  0.33918347978223895
7914.9679  421345.72  247454.016874  0.3373706289609545
7920.367   421607.44  248435.860139  0.3356911237053508
7925.9482  421833.19  249466.750437  0.3338774882018369
7931.3762  421911     250430.671395  0.3320304484008055
7936.987   422121.81  251400.622346  0.3303372866685696
7942.4576  422301.69  252384.627582  0.3285866369501683
7948.1656  422437.62  253353.653081  0.32682095253370036
7953.7469  418064.59  251442.733074  0.32539506541383467
7959.5394  422809.56  255397.842213  0.3232214421518873
7965.1778  422592.62  256149.982408  0.321484142081939
7970.9875  423491.69  257618.17367   0.3196782930345154
7976.6155  414639.81  253194.387981  0.31776555124370764
7982.4016  423563.97  259463.657195  0.3161736637319446
7988.0872  423691.16  260481.956416  0.31435445497779635
7993.8222  423840.41  261482.283809  0.31260363927012425
7999.4836  423864.66  262404.657404  0.31086121361834435
8005.2492  424049.97  263464.062126  0.3090543988095052
8011.1743  424291.34  264565.466723  0.3072422270394465
8017.0398  424478.72  265599.970074  0.3055013204519578
8023.0106  424529.16  266632.470719  0.3036094984715104
8028.7975  424410.59  267544.998078  0.3017504520387689
8034.6758  424581.09  268623.591678  0.2999287383400715
8040.411   424434.62  269451.183702  0.298207891431156
8046.4039  424702.22  270585.844956  0.2964112322126714
8052.3644  424749.81  271604.529659  0.29457748169918957
8058.3757  424880.47  272675.251541  0.29275315239461225
8064.2849  425124.16  273806.003016  0.29095999406277995
8070.2031  423373.88  273602.785256  0.28925827628204936
8076.0885  425237.62  275816.590753  0.2874141237087543
8082.0665  425336.41  276831.439348  0.28568360409064175
8084.0938  425436.22  277185.595737  0.2851585364354273
